Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,AID Contribution ('000 US$),Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs (000 US$),"Reconstruction Costs, Adjusted (000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages (000 US$),"Total Damages, Adjusted (000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
2021-0610-GHA,2021,0610,,Natural,Hydrological,Flood,,,,Ghana,GHA,Western Africa,Africa,"Chereponi, Bunkpurugu Nakpanduri districts (North East Region)",Heavy rain,,,,,,,,Km2,,,,,2021,8,26,2021,9,28,5,,120,,120,,,,,,,92.59019293,2,,190541;190552,"Bunkpurugu Yonyo, Chereponi (Adm2)."
2021-0518-GIN,2021,0518,,Natural,Biological,Epidemic,Viral disease,,Marburg fever,Guinea,GIN,Western Africa,Africa,Guéckédou Prefecture (N’zérékoré region),,,,,,Yes,,,Vaccinated,,,,,2021,8,6,2021,8,17,1,,173,,173,,,,,,,92.59019293,,,,
2021-0243-GIN,2021,0243,,Technological,Technological,Industrial accident,Collapse,,Gold mine,Guinea,GIN,Western Africa,Africa,Tatakourou,,,,,,,,,m3,,,,,2021,5,8,2021,5,8,15,,,,,,,,,,,92.59019293,,,,
2021-0616-GIN,2021,0616,FL-2021-000135,Natural,Hydrological,Flood,,,,Guinea,GIN,Western Africa,Africa,"Matoto, Ratoma, Matam, Dixinn (Conakry); Frako 1, Bambino 1, Mangala 1, Heremakono, Nioumoulè, Bafilatè, Nialinko, Bambo and the Sub-prefecture of Nongoa (Guéckédou); Heremakonon, ORS, Teleladji, Cité chinoise, Énergie neighbourhoods, Malea, Djomabana, Kintignia, Boukaria, Kofilani, Balato Niandankoro and Mandjemakolen (Siguiri)",Heavy rains,,,,,,,,Km2,,,,,2021,8,30,2021,8,31,5,21,69671,1972,71664,,,,,,,92.59019293,2,,40712;40714;40715;40716;40725;40741,"Dixinn, Gueckedou, Matam, Matoto, Ratoma, Siguiri (Adm2)."
2021-0291-GNB,2021,0291,,Technological,Technological,Transport accident,Road,,,Guinea-Bissau,GNB,Western Africa,Africa,Cambessé,,,,,,,,,,,,,,2021,5,23,2021,5,23,14,,,,,,,,,,,92.59019293,,,,
2021-0133-GNQ,2021,0133,AC-2021-000020,Technological,Technological,Miscellaneous accident,Explosion,,Military camp,Equatorial Guinea,GNQ,Middle Africa,Africa,Bata,,,,Yes,,,,,,,,,,2021,3,7,2021,3,7,107,700,19000,,19700,,,,,,,92.59019293,,,,
2021-0134-GRC,2021,0134,,Natural,Geophysical,Earthquake,Ground movement,,,Greece,GRC,Southern Europe,Europe,"Larissa, Elassona (Larisis) , Tyrnavos (Larisis) , Farkadona (Trikalon) (Thessalie)",,,,,,,,6,Richter,39.789,22.119,20:38,,2021,3,3,2021,3,3,,11,,2700,2711,,,,,10000,10800,92.59019293,2,,16721;16723,"Larisis, Trikalon (Adm2)."
2021-0627-GRC,2021,0627,,Natural,Geophysical,Earthquake,Ground movement,,,Greece,GRC,Southern Europe,Europe,"Arkalochori, Archontiko, Roussochoria, Patsideros, Heraklion, Minoa Pediadas",,,,,,Yes,,6,Richter,35.252,25.26,09:17,,2021,9,27,2021,9,27,1,20,,2316,2336,,,,,30000,32401,92.59019293,2,,16705,Irakleiou (Adm2).
2021-0439-GRC,2021,0439,,Technological,Technological,Transport accident,Water,,Migrants,Greece,GRC,Southern Europe,Europe,Crete,,,,,,,,,,,,,,2021,7,23,2021,7,23,10,,37,,37,,,,,,,92.59019293,,,,
2021-0839-GRC,2021,0839,,Technological,Technological,Transport accident,Water,,Migrants,Greece,GRC,Southern Europe,Europe,Near Paros,,,,,,,,,,,,,,2021,12,24,2021,12,24,16,,63,,63,,,,,,,92.59019293,,,,
2021-0300-GTM,2021,0300,,Natural,Hydrological,Flood,,,,Guatemala,GTM,Central America,Americas,"Livingston Town Area (Izabal Department); Alta Verapaz, Baja Verapaz, Petén, Quetzaltenango, San Marcos, Santa Rosa, Sololá, Suchitepéquez departments",Heavy rains,,,,,,,,Km2,,,,,2021,5,21,2021,7,25,,1,10571,,10572,,,,,,,92.59019293,1,64826;64827;64829;64830;64832;64835;64836;64837;64838,,"Alta Verapaz, Baja Verapaz, Izabal, Petén, Quetzaltenango, San Marcos, Santa Rosa, Solola, Suchitepéquez (Adm1)."
2021-0326-GUY,2021,0326,FL-2021-000066,Natural,Hydrological,Flood,,,,Guyana,GUY,South America,Americas,"Regions 3, 4, 5, 6, 7, 9 and 10",,,,,,Yes,,,Km2,,,,,2021,5,11,2021,6,15,,,34500,,34500,,,,,,,92.59019293,1,1399;1400;1401;1402;1403;1406;1407,,"Cuyuni/mazaruni (region N°7), Demerara Mahaica (region N°4), East Berbice/corentyne (region N°6), Essequibo Islands/west Demerara (region N°3), Mahaica Berbice (region N°5), Upper Demerara/berbice (region N°10), Upper Takutu/upper Essequibo (region N°9) (Adm1)."
2021-0664-HKG,2021,0664,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Lionrock' (Lannie),Hong Kong,HKG,Eastern Asia,Asia,,,,,,,,,,Kph,,,,,2021,10,8,2021,10,10,1,14,140,,154,,,,,,,92.59019293,,,,
2021-0670-HKG,2021,0670,FL-2021-000158,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Kompasu' (Maring),Hong Kong,HKG,Eastern Asia,Asia,,,,,,,,,,Kph,,,,,2021,10,13,2021,10,14,1,21,,,21,,,,,,,92.59019293,,,,
2021-0643-HND,2021,0643,WF-2021-000154,Natural,Climatological,Wildfire,,,,Honduras,HND,Central America,Americas,Guanaja Island (Islas de la Bahía Department),Unclear,,,,,Yes,,,Km2,,,,,2021,10,2,2021,10,3,,3,2500,,2503,,,,,,,92.59019293,2,,17345,Guanaja (Adm2).
2021-0437-HRV,2021,0437,,Technological,Technological,Transport accident,Road,,,Croatia,HRV,Southern Europe,Europe,Near Slavonski Brod,,,,,,,,,,,,,,2021,7,25,2021,7,25,10,45,,,45,,,,,,,92.59019293,,,,
2021-0511-HTI,2021,0511,EQ-2021-000116,Natural,Geophysical,Earthquake,Ground movement,,,Haiti,HTI,Caribbean,Americas,"Nippe, Grand Anse and the Sud departments",,,,Yes,,Yes,,7,Richter,18.408,-73.475,08:29,,2021,8,14,2021,8,14,2575,12763,690000,,702763,1978063,2136363,,,1620071,1749722,92.59019293,1,1416;72911;72912,,"Grande Anse, Nippes, Sud (Adm1)."
2021-0184-HTI,2021,0184,,Natural,Hydrological,Flood,Flash flood,,,Haiti,HTI,Caribbean,Americas,"Jean-Rabel, Terrier-Rouge, Caracol, Trou-du-Nord communes (North-West department) and Bois de Lance (Nord-East Department)",Heavy rains,,,,,,,,Km2,,,,,2021,4,3,2021,4,12,7,,13380,,13380,,,,,,,92.59019293,2,,17181;17184;17190,"Cap Haitien, Mole Saint Nicolas, Trou Du Nord (Adm2)."
2021-0373-HTI,2021,0373,,Natural,Meteorological,Storm,Tropical cyclone,,Hurricane 'Elsa',Haiti,HTI,Caribbean,Americas,"Sud-Est, Sud, Ouest, Nippes, Grande-Anse departments",,,,,,,,,Kph,,,,,2021,7,3,2021,7,3,,3,,,3,,,,,,,92.59019293,1,1415;1416;1417;72911;72912,,"Grande Anse, Nippes, Ouest, Sud, Sud Est (Adm1)."
2021-0510-HTI,2021,0510,,Natural,Meteorological,Storm,Tropical cyclone,,Tropical cyclone 'Fred',Haiti,HTI,Caribbean,Americas,,,,,,,,,,Kph,,,,,2021,8,12,2021,8,13,,,,,,,,,,,,92.59019293,,,,
2021-0200-IDN,2021,0200,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,East Java region,,,,,,,,6,Richter,-8.562,112.519,,,2021,4,11,2021,4,11,9,39,5520,420,5979,,,,,,,92.59019293,1,1521,,Jawa Timur (Adm1).
2021-0720-IDN,2021,0720,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,Karangasem and Bangli Regencies (Bali),,,,,,,,5,Richter,-8.356,115.458,03:18,,2021,10,16,2021,10,16,3,82,2620,1830,4532,,,,,,,92.59019293,2,,17970;17974,"Bangli, Karangasem (Adm2)."
2021-0801-IDN,2021,0801,,Natural,Geophysical,Earthquake,Ground movement,,,Indonesia,IDN,South-Eastern Asia,Asia,"Selayar Islands Regency (South Sulawesi Province); Sikka Regency (Flores Island, East Nusa Tenggara Province)",,,,,,,,7,Richter,,,,,2021,12,14,2021,12,14,,7,1730,,1737,,,,,,,92.59019293,,,,
2021-0776-IDN,2021,0776,VO-2021-000194,Natural,Geophysical,Volcanic activity,Pyroclastic flow,,Mount Semeru,Indonesia,IDN,South-Eastern Asia,Asia,Lumajang Regency; Malang Regency; Blitar district (Java Province),,,,,,Yes,,,,,,14:50,,2021,12,4,2021,12,9,71,27,10965,,10992,,,,,20000,21601,92.59019293,2,,18066;18073;18076;18082;73780,"Blitar, Kota Blitar, Kota Malang, Lumajang, Malang (Adm2)."
2021-0004-IDN,2021,0004,,Natural,Geophysical,Volcanic activity,Lava flow,,Mount Merapi,Indonesia,IDN,South-Eastern Asia,Asia,Central Java,,,,,,,,,,,,,,2021,1,17,2021,1,17,,,1329,,1329,,,,,,,92.59019293,1,1520,,Jawa Tengah (Adm1).
2021-0719-IDN,2021,0719,,Natural,Hydrological,Flood,Flash flood,,,Indonesia,IDN,South-Eastern Asia,Asia,Batu and Malang (East Java Province),Heavy rains,,,,,,,,Km2,,,,Brantas River,2021,11,4,2021,11,4,9,,1275,,1275,,,,,,,92.59019293,2,,18076;73709,"Kota Batu, Kota Malang (Adm2)."
2021-0023-IDN,2021,0023,,Natural,Hydrological,Flood,Riverine flood,,,Indonesia,IDN,South-Eastern Asia,Asia,"Sumbawa Island (West Nusa Tenggara Province, Lesser Sunda Islands), Nunukan Regency (North Kalimantan Province)",Heavy rains,,,,,,,,Km2,,,,Sembakung River,2021,1,6,2021,1,8,3,,10000,,10000,,,,,,,92.59019293,2,,73813;73858,"Nunukan, Sumbawa (Adm2)."
2021-0086-IDN,2021,0086,,Natural,Hydrological,Landslide,Landslide,,,Indonesia,IDN,South-Eastern Asia,Asia,"Ngetos Village (Ngetos District, Nganjuk Regency, East Java Province)",,,,,,,,,,,,,,2021,2,14,2021,2,14,19,16,175,,191,,,,,,,92.59019293,2,,18087,Nganjuk (Adm2).
2021-0032-IDN,2021,0032,,Technological,Technological,Transport accident,Air,,Boeing 737-500,Indonesia,IDN,South-Eastern Asia,Asia,Java Sea,,,,,,,,,,,,,,2021,1,9,2021,1,9,62,,,,,,,,,,,92.59019293,,,,
2021-0130-IDN,2021,0130,,Technological,Technological,Transport accident,Road,,,Indonesia,IDN,South-Eastern Asia,Asia,Sumedang,,,,,,,,,,,,,,2021,3,10,2021,3,10,27,39,,,39,,,,,,,92.59019293,,,,
2021-0417-IDN,2021,0417,,Technological,Technological,Transport accident,Water,,,Indonesia,IDN,South-Eastern Asia,Asia,Kailimantan occidental,,,,,,,,,,,,,,2021,7,14,2021,7,14,55,,81,,81,,,,,,,92.59019293,,,,
2021-0621-IDN,2021,0621,,Technological,Technological,Miscellaneous accident,Fire,,Jail,Indonesia,IDN,South-Eastern Asia,Asia,Tangerang (Jakarta),,,,,,,,,,,,,,2021,9,8,2021,9,8,41,31,,,31,,,,,,,92.59019293,,,,
2021-0062-IDN,2021,0062,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Pasuruan Regency, Nganjuk Regency, Kudus Regency (Java Island)",Heavy rains,,,,,,,,Km2,,,,Kedunglarangan and Kabeng Pulungan rivers,2021,2,3,2021,2,5,2,,25400,,25400,,,,,,,92.59019293,2,,18049;18087;18091,"Kudus, Nganjuk, Pasuruan (Adm2)."
2021-0088-IDN,2021,0088,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"West Java, and Jakarta Provinces (Java Island)",Heavy rains,,,,,,,,Km2,,,,,2021,2,19,2021,2,23,7,,228650,,228650,,,,,50000,54001,92.59019293,1,1516;73613,,"Dki Jakarta, Jawa Barat (Adm1)."
2021-0104-IDN,2021,0104,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,Semarang City (Central Java Province),Heavy rains,,,,,,,,Km2,,,,,2021,2,23,2021,2,26,1,,90590,,90590,,,,,,,92.59019293,2,,18057,Semarang (Adm2).
2021-0302-IDN,2021,0302,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Dayeuhkolot, Baleendah, Bojongsoang, and Margarahayu sub-districts (Bandung Regency, West Java Province)",Heavy rains,,,,,,,,Km2,,,,Citarum River,2021,5,25,2021,5,25,,,59800,,59800,,,,,,,92.59019293,2,,18015;73636;73718,"Bandung, Kota Bandung, Kota Cimahi (Adm2)."
2021-0653-IDN,2021,0653,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Medan City (North Sumatra Province), East, West, Central Kalimantan (Borneo Island); Belawan 1, Belawan 2, Sincanang, Bahari, Bahagia, Bagan Deli, and Labuan Deli",Heavy rains,,,,,,,,Km2,,,,,2021,10,5,2021,10,6,,,79095,,79095,,,,,,,92.59019293,1;2,1522;1524;1525,18229;73669,"Kalimantan Barat, Kalimantan Tengah, Kalimantan Timur (Adm1). Deli Serdang, Kota Medan (Adm2)."
2021-0695-IDN,2021,0695,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Sekadau Regency (West Kalimantan Province, Borneo Island); Cilacap Regency (Central Java Province), Wajo Regency (South Sulawesi Province)",Heav rains,,,,,,,,Km2,,,,,2021,10,27,2021,10,28,,,2226,,2226,,,,,,,92.59019293,,,,
2021-0768-IDN,2021,0768,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Lebak Regency (Banten Province, western Java); Pemalang and Tegal Regencies (Central Java Province)",Heavy rains,,,,,,,,Km2,,,,Rambut River,2021,11,19,2021,11,25,,8,11020,,11028,,,,,,,92.59019293,2,,18020;18048;18053;18060,"Kota Tegal, Lebak, Pemalang, Tegal (Adm2)."
2021-0788-IDN,2021,0788,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"Hulu Sungai Tengah and Banjarmasin (South Kalimantan); Makassar of South Sulawesi, North and West Lombok (West Nusa Tenggara); North Jakarta and Thousand Islands (Jakarta); Semarang of Central Java and Denpasar and Badung (Bali)","Heavy rains and high tides, and exacerbated by La Nina",,,,,,,,Km2,,,,,2021,12,5,2021,12,7,6,8,78730,,78738,,,,,,,92.59019293,2,,17969;18046;18057;18111;18113;18145;73719;73726;73735,"Badung, Hulusungai Tengah, Kota Banjarmasin, Kota Denpasar, Kota Jakarta Utara, Kota Makasar, Kota Semarang, Lombok Barat, Semarang (Adm2)."
2021-0835-IDN,2021,0835,,Natural,Hydrological,Flood,,,,Indonesia,IDN,South-Eastern Asia,Asia,"East Aceh and Aceh Tamiang (Aceh Province, northern Sumatra)",,,,,,,,,Km2,,,,,2021,12,31,2022,1,4,2,,27500,,27500,,,,,,,92.59019293,2,,73628;73631,"Aceh Tamiang, Aceh Timur (Adm2)."
